Video_ID,Channel_ID,Channel_Name,Video_Title,YouTube_URL,Transcript_Path,Year,DurationSeconds,Transcript_Provider,Family_Count,Family_List,Tool_Total_Mentions,Tool_List,Tactic_Total_Mentions,Dominant_Tactic,Platform_Signal,Tactic_Initial_Access,Tactic_Execution,Tactic_Persistence,Tactic_Privilege_Escalation,Tactic_Credential_Access,Tactic_Lateral_Movement,Tactic_Discovery,Tactic_Command_and_Control,Tactic_Exfiltration,Tactic_Impact,Tool_Cobalt_Strike,Tool_Mimikatz,Tool_PsExec,Tool_Rclone,Tool_MegaNZ,Tool_AnyDesk,Tool_TeamViewer,Tool_BloodHound,Platform_Windows,Platform_Linux,Platform_ESXi
V0379,C43,Active Countermeasures,Fireside Friday – Anatomy of a VPN – Part 3 #infosec,https://www.youtube.com/watch?v=qIZ1jJCtiCo,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C43_Active_Countermeasures/V0379.txt,2025,3301,local_asr_whisper,2,"Play, Qilin",0,,33,Impact,Windows,3,0,0,0,0,0,0,5,0,25,0,0,0,0,0,0,0,0,6,5,0
V0380,C43,Active Countermeasures,Fireside Friday – Anatomy of a VPN – Part 2 #infosec,https://www.youtube.com/watch?v=QNntaPWVNMg,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C43_Active_Countermeasures/V0380.txt,2025,3898,local_asr_whisper,1,Play,0,,62,Impact,Windows,1,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,10,6,0
V0381,C43,Active Countermeasures,Fireside Friday – Anatomy of a VPN – Part 1 #infosec,https://www.youtube.com/watch?v=8XA4EQ6xInE,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C43_Active_Countermeasures/V0381.txt,2025,2882,local_asr_whisper,1,Play,0,,48,Impact,ESXi,7,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,2,3
V0382,C43,Active Countermeasures,Fireside Friday – Firewalling – Hands-on #infosec,https://www.youtube.com/watch?v=4NTZIWSQSfc,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C43_Active_Countermeasures/V0382.txt,2025,2944,local_asr_whisper,1,Play,0,,9,Initial_Access,Linux,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,1
V0383,C43,Active Countermeasures,Fireside Friday – Firewalling #infosec,https://www.youtube.com/watch?v=5KocQVpUFCk,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C43_Active_Countermeasures/V0383.txt,2025,3492,local_asr_whisper,1,Play,0,,17,Command_and_Control,Linux,0,2,0,0,0,0,1,7,6,1,0,0,0,0,0,0,0,0,4,6,1
V0384,C43,Active Countermeasures,Fireside Friday – IP Transports #infosec,https://www.youtube.com/watch?v=vl-dwFFPseI,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C43_Active_Countermeasures/V0384.txt,2025,3994,local_asr_whisper,0,,0,,19,Exfiltration,Linux,0,0,0,0,0,0,0,4,8,7,0,0,0,0,0,0,0,0,0,5,0
V0385,C44,VMware Carbon Black,Carbon Black App Control   Demo,https://www.youtube.com/watch?v=uWCjsSG-9Fk,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C44_VMware_Carbon_Black/V0385.txt,2024,906,local_asr_whisper,0,,0,,5,Initial_Access,Windows,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0
V0386,C44,VMware Carbon Black,Carbon Black Sensor Gateway: Deploying as an Appliance,https://www.youtube.com/watch?v=3u5ezeGi9jk,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C44_VMware_Carbon_Black/V0386.txt,2023,933,local_asr_whisper,0,,0,,0,,ESXi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14
V0387,C44,VMware Carbon Black,Cloud Native Detection and Response features in Carbon Black,https://www.youtube.com/watch?v=yiwSNyVc4Vk,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C44_VMware_Carbon_Black/V0387.txt,2023,752,local_asr_whisper,0,,0,,3,Initial_Access,Linux,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,0
V0388,C44,VMware Carbon Black,Ransomware prevention and recovery with VMware Cloud Disaster Recovery and Carbon Black,https://www.youtube.com/watch?v=ucD7kXIk39M,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C44_VMware_Carbon_Black/V0388.txt,2023,408,local_asr_whisper,0,,0,,3,Initial_Access,ESXi,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
V0389,C44,VMware Carbon Black,Introducing the Observations Experience for Carbon Black Cloud,https://www.youtube.com/watch?v=EzLQyptkuTo,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C44_VMware_Carbon_Black/V0389.txt,2023,474,local_asr_whisper,0,,0,,1,Lateral_Movement,ESXi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
V0390,C44,VMware Carbon Black,Carbon Black Office Hour - XDR: Reduce Risk and Protect from Modern Threats,https://www.youtube.com/watch?v=8qAnwNKmA0o,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C44_VMware_Carbon_Black/V0390.txt,2023,2305,local_asr_whisper,0,,2,Cobalt_Strike,17,Command_and_Control,Windows,2,3,0,2,0,1,0,5,4,0,2,0,0,0,0,0,0,0,3,0,2
V0391,C44,VMware Carbon Black,Container Visibility for Enterprise EDR CB Linux Sensor 2.15,https://www.youtube.com/watch?v=99G1VRWbZUk,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C44_VMware_Carbon_Black/V0391.txt,2023,744,local_asr_whisper,0,,0,,11,Command_and_Control,Linux,4,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,20,1
V0392,C44,VMware Carbon Black,Carbon Black - Cloud Native Detection and Response Announcement,https://www.youtube.com/watch?v=p0MRAGyXtFU,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C44_VMware_Carbon_Black/V0392.txt,2023,800,local_asr_whisper,0,,0,,12,Command_and_Control,Linux,2,1,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,18,0
V0393,C44,VMware Carbon Black,Carbon Black Hardening Policies,https://www.youtube.com/watch?v=2frrjn0_U68,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C44_VMware_Carbon_Black/V0393.txt,2023,776,local_asr_whisper,0,,0,,19,Privilege_Escalation,Windows,9,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
V0394,C44,VMware Carbon Black,Carbon Black Office Hours: Bringing Host-Based Firewall to the Carbon Black Cloud,https://www.youtube.com/watch?v=CZno8xhLrwI,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C44_VMware_Carbon_Black/V0394.txt,2023,2833,local_asr_whisper,0,,0,,4,Execution,Windows,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,4
V0395,C45,Arctic Wolf,"The Howler Episode 27 - Charlie Smith, SVP Global Acquisition Sales Engineering",https://www.youtube.com/watch?v=r-7SRnFBjeg,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C45_Arctic_Wolf/V0395.txt,2026,3643,local_asr_whisper,1,Play,0,,3,Execution,,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0396,C45,Arctic Wolf,Arctic Wolf and AWS: AI-Powered SOC and Security Incident Response,https://www.youtube.com/watch?v=x2F7d5AfEJE,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C45_Arctic_Wolf/V0396.txt,2026,1252,local_asr_whisper,0,,0,,1,Initial_Access,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0397,C45,Arctic Wolf,From Dugouts to Data Lakes: Applying Moneyball to the AI SOC,https://www.youtube.com/watch?v=rdan6cCgXA0,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C45_Arctic_Wolf/V0397.txt,2026,2492,local_asr_whisper,1,Play,0,,4,Initial_Access,,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
V0398,C45,Arctic Wolf,"The Howler Episode 26 - Ilina Cashiola, SVP of Corporate Communications",https://www.youtube.com/watch?v=kviwTAO3oIU,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C45_Arctic_Wolf/V0398.txt,2026,4019,local_asr_whisper,1,Play,0,,3,Execution,,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
V0399,C45,Arctic Wolf,"The Howler Episode 25 - Susan Corcoran, Chief Accounting Officer",https://www.youtube.com/watch?v=BK0kH_1szFc,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C45_Arctic_Wolf/V0399.txt,2025,3725,local_asr_whisper,1,Play,0,,1,Persistence,Windows,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
V0400,C45,Arctic Wolf,"The Howler Episode 24 - Will Briggs, SVP Channel Sales US",https://www.youtube.com/watch?v=1Ay-kMbENqw,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C45_Arctic_Wolf/V0400.txt,2025,4116,local_asr_whisper,0,,0,,3,Execution,,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0401,C45,Arctic Wolf,"The Howler Episode 23 - Matthew Trushinski, Vice President of Product Marketing",https://www.youtube.com/watch?v=IwWRTKhR6bk,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C45_Arctic_Wolf/V0401.txt,2025,4014,local_asr_whisper,1,Play,0,,3,Initial_Access,,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0402,C45,Arctic Wolf,Zero Assumptions: A Data Science & Threat Intel Roundtable,https://www.youtube.com/watch?v=mBwGTZkuwI4,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C45_Arctic_Wolf/V0402.txt,2025,3205,local_asr_whisper,0,,0,,5,Execution,,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0403,C45,Arctic Wolf,Leadership Insights from Chris Kraft: Arctic Wolf's Chief Product Officer,https://www.youtube.com/watch?v=l-XeynfTkcI,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C45_Arctic_Wolf/V0403.txt,2025,4402,local_asr_whisper,1,Play,0,,1,Impact,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
V0404,C45,Arctic Wolf,Cybersecurity Leadership Insights: Lisa Tetrault on Scaling Security Operations,https://www.youtube.com/watch?v=i0traZ2V0c4,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C45_Arctic_Wolf/V0404.txt,2025,4079,local_asr_whisper,1,Play,0,,1,Persistence,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0405,C46,Dragos Inc,"Full Testimony | ""We Are Not Prepared"" - CEO's Urgent Warning on U.S. Infrastructure Cyber Threats",https://www.youtube.com/watch?v=6oIVUi0xum4,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C46_Dragos_Inc/V0405.txt,2025,1449,local_asr_whisper,0,,0,,8,Initial_Access,,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0406,C46,Dragos Inc,Navigating NERC CIP-015-1: Internal Network Security Monitoring at Scale,https://www.youtube.com/watch?v=T8vPcya_JlQ,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C46_Dragos_Inc/V0406.txt,2025,3505,local_asr_whisper,0,,0,,25,Initial_Access,,17,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
V0407,C46,Dragos Inc,How The Dragos Platform's Asset Inventory Fuels Detection & Response,https://www.youtube.com/watch?v=nD9pxQWDPM4,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C46_Dragos_Inc/V0407.txt,2024,3269,local_asr_whisper,0,,0,,50,Initial_Access,,41,2,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
V0408,C46,Dragos Inc,Do No Harm: OT-Native Approach for Network Monitoring and Cybersecurity,https://www.youtube.com/watch?v=0NbwM85nASU,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C46_Dragos_Inc/V0408.txt,2024,2596,local_asr_whisper,1,Play,0,,15,Initial_Access,Windows,9,0,0,0,0,0,2,1,0,3,0,0,0,0,0,0,0,0,3,1,0
V0409,C46,Dragos Inc,Unified SOC: Centralized Security Data with OT Visibility for Intelligence Driven Investigations,https://www.youtube.com/watch?v=O5XCUFgwMVY,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C46_Dragos_Inc/V0409.txt,2024,3468,local_asr_whisper,0,,0,,8,Initial_Access,Windows,3,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0
V0410,C46,Dragos Inc,"Filling the OT Visibility Gap: Improve Detection, Response and Vulnerability Management",https://www.youtube.com/watch?v=eG7_-NID6Dc,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C46_Dragos_Inc/V0410.txt,2024,3594,local_asr_whisper,1,Play,0,,61,Initial_Access,Windows,49,0,2,0,0,0,3,0,1,6,0,0,0,0,0,0,0,0,2,1,0
V0411,C46,Dragos Inc,2023 OT Cybersecurity Lessons Learned From the Frontlines,https://www.youtube.com/watch?v=abLfwL4FN40,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C46_Dragos_Inc/V0411.txt,2024,3426,local_asr_whisper,3,"Black Basta, Play, Qilin",2,"Cobalt_Strike, PsExec",80,Initial_Access,Windows,59,3,2,5,4,4,1,2,0,0,1,0,1,0,0,0,0,0,9,0,0
V0412,C46,Dragos Inc,2023 OT Cybersecurity Vulnerability Briefing,https://www.youtube.com/watch?v=wDBATUR42VE,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C46_Dragos_Inc/V0412.txt,2024,3108,local_asr_whisper,1,Play,0,,134,Initial_Access,Windows,127,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,1,0
V0413,C46,Dragos Inc,2023 OT Cybersecurity Threat Landscape,https://www.youtube.com/watch?v=6M3vO6uKZhY,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C46_Dragos_Inc/V0413.txt,2024,3606,local_asr_whisper,0,,0,,51,Initial_Access,Linux,26,1,1,0,1,2,5,3,5,7,0,0,0,0,0,0,0,0,0,1,0
V0414,C46,Dragos Inc,Dragos 2023 OT Cybersecurity Year in Review Executive Briefing,https://www.youtube.com/watch?v=ZkbLe5Q7BwY,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C46_Dragos_Inc/V0414.txt,2024,3721,local_asr_whisper,1,Play,2,Cobalt_Strike,68,Initial_Access,Windows,59,0,1,0,0,1,1,2,3,1,2,0,0,0,0,0,0,0,5,0,0
V0415,C47,Cybereason,The 11 Essential Cybersecurity Controls - Full LinkedIn Live Recording,https://www.youtube.com/watch?v=U0fLqbf42Q8,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C47_Cybereason/V0415.txt,2025,3550,local_asr_whisper,1,Cl0p,0,,32,Initial_Access,Windows,21,0,0,3,0,1,0,0,0,7,0,0,0,0,0,0,0,0,3,1,0
V0416,C47,Cybereason,NGAV Redefined Webinar with Cybereason,https://www.youtube.com/watch?v=ZKsPGSFKxvE,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C47_Cybereason/V0416.txt,2023,2411,local_asr_whisper,3,"LockBit, Play, Qilin",5,Cobalt_Strike,42,Impact,Windows,8,7,0,0,0,0,0,11,2,14,5,0,0,0,0,0,0,0,1,1,0
V0417,C47,Cybereason,Case Study: How Cybereason MDR Improved Olist's Triage & Response Time,https://www.youtube.com/watch?v=p_pYYluRh2U,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C47_Cybereason/V0417.txt,2022,333,local_asr_whisper,0,,0,,2,Impact,,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
V0418,C47,Cybereason,How to Create Security Efficiencies with Cybereason Incident Response Workflow,https://www.youtube.com/watch?v=5enLHYe9SPA,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C47_Cybereason/V0418.txt,2022,422,local_asr_whisper,0,,0,,3,Discovery,,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
V0419,C47,Cybereason,Cybereason Ransomware Defense,https://www.youtube.com/watch?v=e1j3XKwR4Uw,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C47_Cybereason/V0419.txt,2022,601,local_asr_whisper,3,"Conti, DarkSide, Play",0,,10,Initial_Access,Windows,4,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
V0420,C47,Cybereason,Cyber Attack Simulation 18 10 2019,https://www.youtube.com/watch?v=Il72UUDj4rY,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C47_Cybereason/V0420.txt,2019,3175,local_asr_whisper,1,Qilin,0,,43,Initial_Access,Windows,12,12,2,1,3,4,4,1,1,3,0,0,0,0,0,0,0,0,8,6,0
V0421,C47,Cybereason,Live Cyber-Attack Simulation,https://www.youtube.com/watch?v=WRIakA5CP3I,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C47_Cybereason/V0421.txt,2019,3257,local_asr_whisper,2,"Play, Qilin",1,PsExec,56,Initial_Access,Windows,19,5,0,6,6,8,3,4,1,4,0,0,1,0,0,0,0,0,12,5,4
V0422,C48,ThreatLocker,How to reduce risk across hypervisors and virtual machines  [ThreatLocker® Webinar],https://www.youtube.com/watch?v=_AA_KyeOADE,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C48_ThreatLocker/V0422.txt,2026,3200,local_asr_whisper,0,,0,,34,Initial_Access,ESXi,15,9,0,0,0,1,0,1,0,8,0,0,0,0,0,0,0,0,8,3,36
V0423,C48,ThreatLocker,Preventing trusted software exploitation with application containment [ThreatLocker® Webinar],https://www.youtube.com/watch?v=xsL_hTf9vD0,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C48_ThreatLocker/V0423.txt,2025,3645,local_asr_whisper,0,,0,,84,Execution,Windows,24,50,5,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,16,0,0
V0424,C48,ThreatLocker,Ask the experts: Live Q&A about all things ThreatLocker [ThreatLocker® Webinar],https://www.youtube.com/watch?v=2-ol868NxJg,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C48_ThreatLocker/V0424.txt,2025,3749,local_asr_whisper,0,,0,,47,Execution,Windows,4,32,0,5,0,0,0,0,1,5,0,0,0,0,0,0,0,0,9,6,0
V0425,C48,ThreatLocker,Ask the experts: Live Q&A about Application Allowlisting [ThreatLocker® Webinar],https://www.youtube.com/watch?v=D9XWFk4YnOk,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C48_ThreatLocker/V0425.txt,2025,3532,local_asr_whisper,0,,1,TeamViewer,35,Execution,Windows,2,30,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,6,3,0
V0426,C48,ThreatLocker,Defend against misconfigurations before they open the door to attacks [ThreatLocker® Webinar],https://www.youtube.com/watch?v=Eoj0JvuH168,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C48_ThreatLocker/V0426.txt,2025,3801,local_asr_whisper,1,Play,0,,23,Execution,Windows,8,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,0
V0427,C48,ThreatLocker,New Allowlisting strategies to empower your security [ThreatLocker® Webinar],https://www.youtube.com/watch?v=mvd44oHFke8,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C48_ThreatLocker/V0427.txt,2025,3841,local_asr_whisper,0,,6,"PsExec, TeamViewer",23,Execution,Windows,0,16,1,1,0,1,0,0,2,2,0,0,1,0,0,0,5,0,16,0,0
V0428,C48,ThreatLocker,Inside the attack: See ransomware get shut down [ThreatLocker® Webinar],https://www.youtube.com/watch?v=3AXZ-xoq6Lk,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C48_ThreatLocker/V0428.txt,2025,3621,local_asr_whisper,1,Medusa,1,AnyDesk,43,Impact,Windows,0,5,0,1,0,0,0,0,0,37,0,0,0,0,0,1,0,0,9,4,2
V0429,C48,ThreatLocker,Beyond detection: How to enforce Zero Trust with application whitelisting  [ThreatLocker® Webinar],https://www.youtube.com/watch?v=NGij3ElbnRE,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C48_ThreatLocker/V0429.txt,2025,2720,local_asr_whisper,1,Play,8,TeamViewer,56,Execution,Windows,4,31,0,15,0,1,0,0,1,4,0,0,0,0,0,0,8,0,7,1,0
V0430,C48,ThreatLocker,Cybersecurity readiness for out of office downtime [ThreatLocker® Webinar],https://www.youtube.com/watch?v=yuyO4rn_mRA,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C48_ThreatLocker/V0430.txt,2025,3471,local_asr_whisper,1,Akira,6,"PsExec, AnyDesk, TeamViewer",70,Initial_Access,Windows,21,20,0,2,0,1,0,2,8,16,0,0,1,0,0,1,4,0,13,0,2
V0431,C48,ThreatLocker,Series overview  – 100 days to secure your environment – Episode 15,https://www.youtube.com/watch?v=fsPj6bm-pQE,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C48_ThreatLocker/V0431.txt,2025,2885,local_asr_whisper,0,,4,"PsExec, AnyDesk, TeamViewer",30,Execution,Windows,8,10,0,2,0,1,1,0,3,5,0,0,1,0,0,1,2,0,22,0,2
V0433,C50,Darktrace,Using Darktrace / OT for Incident Threat and Vulnerability Management,https://www.youtube.com/watch?v=_Nkx9qB7oB4,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C50_Darktrace/V0433.txt,2025,415,local_asr_whisper,0,,0,,20,Initial_Access,,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0434,C50,Darktrace,Using Darktrace / OT for Asset Discovery and Device Management,https://www.youtube.com/watch?v=jjxFIjwDZXY,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C50_Darktrace/V0434.txt,2025,617,local_asr_whisper,0,,0,,9,Discovery,Windows,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0
